Vehicle_Type,Public Vehicle Number,Status,Vehicle_Make,Vehicle Model,Vehicle Model Year,Vehicle Color,Vehicle Fuel Source,Wheelchair Accessible,Company Name,City,State,Record ID
Charter Sightseeing,297913,INACTIVE,FORD,E350,2008,WHITE,Gasoline,N,ARIES SHUTTLE CHICAGO LLC,CHICAGO,IL,297913Charter Sightseeing
Livery,8445,ACTIVE,GMC,YUKON,2013,BLACK,Gasoline,N,AJNOVA INC,CHICAGO,IL,8445Livery
Livery,8841,INACTIVE,LINCOLN,TOWN CAR,2008,BLACK,Gasoline,N,NADEJDA B. IVANOVA,CHICAGO,IL,8841Livery
Taxi,1842,ACTIVE,NISSAN,ALTIMA,2011,YELLOW,Hybrid,N,OCEANIS TAXI LTD,CHICAGO,IL,1842Taxi
Taxi,3461,ACTIVE,TOYOTA,CAMRY,2014,CREAM/GREEN,Hybrid,N,"VASKEN CAB, INC. IV",CHICAGO,IL,3461Taxi
Taxi,3254,VIOLATION,FORD,CROWN VICTORIA,2009,RED/CREAM,Flex Fuel,N,GAITHER CAB CO,CHICAGO,IL,3254Taxi
Livery,7841,ACTIVE,GMC,YUKON,2013,BLACK,Gasoline,N,ECHO LIMOUSINE INC,CHICAGO,IL,7841Livery
Charter Sightseeing,12042,ACTIVE,FREIGHLINE,SPRINTER,2010,BLACK,Gasoline,N,FIRST CLASS LIMOUSINE INC,CHICAGO,IL,12042Charter Sightseeing
Taxi,1021,ACTIVE,TOYOTA,PRIUS,2014,MAROON/GOLD/STRIPES,Hybrid,N,CHICAGO SEVEN INC,CHICAGO,IL,1021Taxi
Taxi,3696,ACTIVE,TOYOTA,SCION,2011,CREAM/GREEN,Gasoline,N,FELIX MANZANAREZ,CHICAGO,IL,3696Taxi
Livery,9248,INACTIVE,LINCOLN,TOWN CAR,2008,BLACK,Gasoline,N,"AAH 101, INC",CHICAGO,IL,9248Livery
Taxi,1567,ACTIVE,TOYOTA,PRIUS,2013,YELLOW,Hybrid,N,BROOKLYN HACKING CORP.,CHICAGO,IL,1567Taxi
Medicar,13637,INACTIVE,DODGE,GRAND CARAVAN,2011,SILVER,Compressed Natural Gas,N,SCR MEDICAL TRANSPORTATION INC,CHICAGO,IL,13637Medicar
Taxi,3847,ACTIVE,TOYOTA,PRIUS,2012,YELLOW,Hybrid,N,LONI'S TWO CAB CORP.,CHICAGO,IL,3847Taxi
Livery,7593,ACTIVE,CADILLAC,ESCALADE,2015,BLACK,Gasoline,N,A M Z LIMO INC,CHICAGO,IL,7593Livery
Livery,7619,ACTIVE,LINCOLN,NAVIGATOR,2013,BLACK,Gasoline,N,5 STAR LIMO SERVICE INC,CHICAGO,IL,7619Livery
Taxi,6302,ACTIVE,TOYOTA,CAMRY,2012,YELLOW,Hybrid,N,PETERSON CAB CO INC,CHICAGO,IL,6302Taxi
Livery,7616,ACTIVE,BMW,740LI,2012,BLACK,Gasoline,N,TRAVELERS LIMOUSINE LTD,CHICAGO,IL,7616Livery
Taxi,2860,ACTIVE,TOYOTA,CAMRY,2014,BLUE/WHITE,Hybrid,N,A & Z CAB INC,CHICAGO,IL,2860Taxi
Charter Sightseeing,7244,RESERVED,FORD,TROLLEY,1997,RED/GREEN,Gasoline,N,"TRT TRANSPORTATION, INC.",CHICAGO,IL,7244Charter Sightseeing
Taxi,3096,ACTIVE,TOYOTA,CAMRY,2010,ORANGE/BLUE,Hybrid,N,BIG CITY TAXI CORP.,CHICAGO,IL,3096Taxi
Livery,7169,ACTIVE,MERCEDES,S550,2010,BLACK,Gasoline,N,CODY'S LIMOUSINE SERVICE INC,CHICAGO,IL,7169Livery
Livery,9299,ACTIVE,LINCOLN,TOWN CAR,2011,BLACK,Gasoline,N,FIRST CLASS LIMOUSINE INC,CHICAGO,IL,9299Livery
Ambulance,5628,INACTIVE,CHEVROLET,G3500,2009,WHITE,Gasoline,N,"PRECISE AMBULANCE SERVICE, LLC.",CHICAGO RIDGE,IL,5628Ambulance
Livery,9627,ACTIVE,LINCOLN,TOWN CAR,2011,BLACK,Gasoline,N,ERFURT & SHER EQUIPMENT INC,CHICAGO,IL,9627Livery
Taxi,5783,ACTIVE,FORD,ESCAPE,2009,WHITE,Hybrid,N,MARIA INC.,CHICAGO,IL,5783Taxi
Taxi,4454,ACTIVE,FORD,ESCAPE,2012,MAROON/BLUE/STRIPES,Hybrid,N,SLOMI CAB CORP.,CHICAGO,IL,4454Taxi
Taxi,4121,ACTIVE,FORD,ESCAPE,2012,MAROON/GOLD/STRIPES,Hybrid,N,MAGENTA ZONE CAB CO.,CHICAGO,IL,4121Taxi
Charter Sightseeing,13853,ACTIVE,VAN HOOL,TD925,2008,RED,Gasoline,N,"TRT TRANSPORTATION, INC.",CHICAGO,IL,13853Charter Sightseeing
Taxi,6134,ACTIVE,TOYOTA,SIENNA,2012,YELLOW,Gasoline,N,"EMMASCO, INC",CHICAGO,IL,6134Taxi
Taxi,4563,ACTIVE,TOYOTA,CAMRY,2012,WHITE,Hybrid,N,MALWA EXPRESS INC,CHICAGO,IL,4563Taxi
Livery,7647,ACTIVE,CHEVROLET,SUBURBAN,2014,BLACK,Gasoline,N,ADVANTAGE LIMO CORP,CHICAGO,IL,7647Livery
Charter Sightseeing,13969,RESERVED,MERCEDES,SPRINTER,2011,BLACK,Gasoline,N,TRAVELERS LIMOUSINE LTD,CHICAGO,IL,13969Charter Sightseeing
Taxi,602,ACTIVE,TOYOTA,CAMRY,2013,BLUE/WHITE,Hybrid,N,KWANG CAB INC,CHICAGO,IL,602Taxi
Taxi,2896,ACTIVE,TOYOTA,CAMRY,2013,WHITE,Hybrid,N,24 HRS INC,CHICAGO,IL,2896Taxi
Taxi,72,ACTIVE,NISSAN,ALTIMA,2011,ORANGE/BLUE,Hybrid,N,FRAPPE TAXI LLC,CHICAGO,IL,72Taxi
Taxi,1987,ACTIVE,TOYOTA,CAMRY,2012,YELLOW,Hybrid,N,BIBI CAB CO,CHICAGO,IL,1987Taxi
Livery,9737,ACTIVE,LINCOLN,TOWN CAR,2011,BLACK,Gasoline,N,ARCHIE MIDWEST LIMOUSINE INC,CHICAGO,IL,9737Livery
Charter Sightseeing,23340,ACTIVE,TOYOTA,CAMRY,2006,YELLOW/BLUE,Gasoline,N,CHICAGO GRAY LINE LTD,CHICAGO,IL,23340Charter Sightseeing
Taxi,3153,ACTIVE,NISSAN,ALTIMA,2011,WHITE/BLUE/STRIPES,Hybrid,N,DON CAB COMPANY,CHICAGO,IL,3153Taxi
Taxi,1664,ACTIVE,TOYOTA,PRIUS,2014,YELLOW,Hybrid,N,BARDHA TRANS INC,CHICAGO,IL,1664Taxi
Taxi,2226,ACTIVE,TOYOTA,CAMRY,2013,YELLOW,Hybrid,N,QUEENS HACKING CORP.,CHICAGO,IL,2226Taxi
Taxi,6837,INACTIVE,FORD,CROWN VICTORIA,2004,CREAM/GREEN,Gasoline,N,CITY OF CHICAGO BACP,CHICAGO,IL,6837Taxi
Taxi,1495,ACTIVE,TOYOTA,CAMRY,2012,WHITE/STARS/STRIPES,Hybrid,N,"FUNRIDE, INC.",CHICAGO,IL,1495Taxi
Charter Sightseeing,13656,INACTIVE,FORD,ECONOLINE,2011,WHITE,Gasoline,N,MCNAIR THOMAS AND TUCKER ETERPRISES LLC,CHICAGO,IL,13656Charter Sightseeing
Taxi,1826,ACTIVE,TOYOTA,CAMRY,2014,YELLOW,Hybrid,N,HARBIR CAB CORP,CHICAGO,IL,1826Taxi
Taxi,4828,SURRENDER,TOYOTA,SCION,2012,WHITE,Gasoline,N,OROMIA CAB CORP,CHICAGO,IL,4828Taxi
Livery,9128,RESERVED,CHEVROLET,SUBURBAN,2008,BLACK,Gasoline,N,AMERICAN UNITED LIMOUSINE INC,CHICAGO,IL,9128Livery
Livery,8498,INACTIVE,LINCOLN,TOWN CAR,2005,WHITE,Gasoline,N,L & L LIMOUSINE SERVICE INC.,CHICAGO,IL,8498Livery
Taxi,2683,ACTIVE,TOYOTA,CAMRY,2014,CREAM/GREEN,Hybrid,N,ZSW CAB CORP.,CHICAGO,IL,2683Taxi
Taxi,3977,ACTIVE,TOYOTA,RAV4,2013,YELLOW,Gasoline,N,"J. KYEREMATENG, INC.",CHICAGO,IL,3977Taxi
Livery,8504,ACTIVE,CHEVROLET,SUBURBAN,2012,BLACK,Gasoline,N,EMILY'S LIMOUSINE SERVICE COMPANY,CHICAGO,IL,8504Livery
Taxi,307,ACTIVE,FORD,ESCAPE,2012,MAROON/BLUE/STRIPES,Hybrid,N,GYPSY CAB CORP.,CHICAGO,IL,307Taxi
Medicar,10782,INACTIVE,DODGE,CARAVAN,2008,SILVER,Gasoline,N,ASHUNTI RESIDENTIAL MANAGEMENT SYSTEMS INC,CHICAGO,IL,10782Medicar
Taxi,844,ACTIVE,FORD,ESCAPE,2012,MAROON/GOLD/STRIPES,Hybrid,N,"SHAUN LOVES CHICAGO, INC.",CHICAGO,IL,844Taxi
Taxi,4942,ACTIVE,TOYOTA,CAMRY,2010,WHITE/RED/STRIPES,Hybrid,N,SUNLIGHT CAB CO,CHICAGO,IL,4942Taxi
Taxi,2310,ACTIVE,TOYOTA,PRIUS,2013,GRAY/WHITE,Hybrid,N,RICKY CAB CO.,CHICAGO,IL,2310Taxi
Ambulance,4889,ACTIVE,MERCEDES,SPRINTER,2013,RED/WHITE,Gasoline,N,"SUPERIOR AIR-GROUND AMBULANCE SERVICE, INC.",ELMHURST,IL,4889Ambulance
Livery,8752,ACTIVE,LINCOLN,MKS,2014,BLACK,Gasoline,N,ADAM Z LIMOUSINE SERVICE INC,CHICAGO,IL,8752Livery
Taxi,6217,ACTIVE,NISSAN,ALTIMA,2011,WHITE/BLUE/STRIPES,Hybrid,N,STANDARD TAXI CORP. # II,CHICAGO,IL,6217Taxi
Charter Sightseeing,14847,ACTIVE,FORD,E350,2013,BLACK,Gasoline,N,JKS LIMOUSINES LLC.,CHICAGO,IL,14847Charter Sightseeing
Taxi,5465,ACTIVE,FORD,ESCAPE,2012,MAROON/GOLD/STRIPES,Hybrid,N,CHERRY CAB CORP.,CHICAGO,IL,5465Taxi
Charter Sightseeing,7729,INACTIVE,CADILLAC,UTILITY,2002,WHITE,Gasoline,N,"Timeless Image Limousine, Inc.",CHICAGO,IL,7729Charter Sightseeing
Livery,7854,ACTIVE,CHRYSLER,300SER,2013,BLACK,Gasoline,N,KABO HIRSI MUSSE,CHICAGO,IL,7854Livery
Taxi,3834,ACTIVE,TOYOTA,CAMRY,2012,WHITE,Hybrid,N,"BLIKU, INC.",CHICAGO,IL,3834Taxi
Livery,8590,ACTIVE,TESLA,SUBURBAN,2013,WHITE,Electric,N,WATTS ON WHEELS INC,CHICAGO,IL,8590Livery
Taxi,2261,ACTIVE,NISSAN,ALTIMA,2011,ORANGE/BLUE,Hybrid,N,MONTICELLO TAXI LLC,CHICAGO,IL,2261Taxi
Livery,7696,ACTIVE,CHEVROLET,SUBURBAN,2014,BLACK,Gasoline,N,SIMON CORNERSTONE LLC,CHICAGO,IL,7696Livery
Livery,9127,ACTIVE,CHEVROLET,SUBURBAN,2008,BLACK,Gasoline,N,AMERICAN UNITED LIMOUSINE INC,CHICAGO,IL,9127Livery
Taxi,5263,ACTIVE,DODGE,CARAVAN,2012,CREAM/GREEN,Gasoline,N,NO JUSTICE CAB CO,CHICAGO,IL,5263Taxi
Taxi,6822,ACTIVE,NISSAN,ALTIMA,2011,ORANGE/BLUE,Hybrid,N,NAPLES TAXI LLC,CHICAGO,IL,6822Taxi
Taxi,4680,ACTIVE,FORD,ESCAPE,2012,MAROON/GREEN/STRIPES,Hybrid,N,BAROMETER II HACKING CORP.,CHICAGO,IL,4680Taxi
Taxi,4825,ACTIVE,FORD,ESCAPE,2012,MAROON/GOLD/STRIPES,Hybrid,N,SLEET HACKING CORP.,CHICAGO,IL,4825Taxi
Livery,7875,ACTIVE,CADILLAC,ESCAPE,2015,BLACK,Gasoline,N,LIMOZONE INC.,CHICAGO,IL,7875Livery
Livery,8268,REVOKED,CADILLAC,ESCALADE,2005,BLACK,Gasoline,N,AAA AMERICAN TAXI AND LIMO CORPORATION INC,CHICAGO,IL,8268Livery
Taxi,4065,FORECLOSURE,TOYOTA,SCION,2011,YELLOW,Gasoline,N,JASMINE TAXI 1 INC,CHICAGO,IL,4065Taxi
Charter Sightseeing,15952,ACTIVE,MERCEDES,SPRINTER,2014,BLACK,Gasoline,N,"FLASH LIMOUSINE, INC.",CHICAGO,IL,15952Charter Sightseeing
Taxi,5851,ACTIVE,NISSAN,ALTIMA,2010,ORANGE/BLUE,Hybrid,N,VALASIA  CAB CO.,CHICAGO,IL,5851Taxi
Livery,7331,ACTIVE,LINCOLN,NAVIGATOR,2014,BLACK,Gasoline,N,CAREY LIMOUSINE CHICAGO INC,CHICAGO,IL,7331Livery
Taxi,742,ACTIVE,TOYOTA,CAMRY,2011,GRAY/WHITE,Hybrid,N,NATZAC CORP. #1,CHICAGO,IL,742Taxi
Taxi,2014,ACTIVE,TOYOTA,PRIUS,2013,MAROON/GOLD/STRIPES,Hybrid,N,GREEN EYES CAB CORP.,CHICAGO,IL,2014Taxi
Medicar,5142,INACTIVE,FORD,E250,2003,BLACK,Gasoline,N,SUPREME MEDICAR INC,CHICAGO,IL,5142Medicar
Taxi,2588,ACTIVE,NISSAN,ALTIMA,2011,WHITE,Hybrid,N,MCCAB III CORP.,CHICAGO,IL,2588Taxi
Taxi,4905,ACTIVE,FORD,ESCAPE,2012,MAROON/GOLD/STRIPES,Hybrid,N,SHOWERS II HACKING CORP,CHICAGO,IL,4905Taxi
Taxi,6787,ACTIVE,NISSAN,ALTIMA,2011,WHITE,Hybrid,N,BEST CAB CORP,CHICAGO,IL,6787Taxi
Taxi,5953,ACTIVE,FORD,ESCAPE,2012,MAROON/GOLD/STRIPES,Hybrid,N,SHAUN JR TAXI INC,CHICAGO,IL,5953Taxi
Medicar,6627,INACTIVE,FORD,E150,2009,WHITE,Gasoline,N,"SPECIALTY NEEDS TRANSPORTATION, INC.",TINLEY PARK,IL,6627Medicar
Taxi,5798,ACTIVE,TOYOTA,PRIUS,2014,YELLOW,Hybrid,N,B AND K HACKING CHICAGO CORP.,CHICAGO,IL,5798Taxi
Taxi,3932,ACTIVE,VPG,MV-1,2012,BLUE/WHITE,Compressed Natural Gas,Y,"LAKESHORE TAXI, INC",CHICAGO,IL,3932Taxi
Taxi,1844,ACTIVE,TOYOTA,PRIUS,2012,YELLOW,Hybrid,N,MAHDI INC,CHICAGO,IL,1844Taxi
Taxi,4817,ACTIVE,DODGE,GRAND CARAVAN,2013,YELLOW,Flex Fuel,N,OLUFEMI S. BABATUNDE,CHICAGO,IL,4817Taxi
Taxi,3208,ACTIVE,TOYOTA,CAMRY,2013,WHITE/BLUE/STRIPES,Hybrid,N,G J CAB CO,CHICAGO,IL,3208Taxi
Taxi,2970,ACTIVE,TOYOTA,CAMRY,2012,WHITE,Hybrid,N,GREY GOOSE CAB CO.,CHICAGO,IL,2970Taxi
Ambulance,5581,ACTIVE,MERCEDES,SPRINTER,2013,WHITE/RED,Gasoline,N,"SUPERIOR AIR-GROUND AMBULANCE SERVICE, INC.",ELMHURST,IL,5581Ambulance
Taxi,5255,ACTIVE,TOYOTA,CAMRY,2013,BLUE/WHITE,Hybrid,N,KRAS CORP,CHICAGO,IL,5255Taxi
Taxi,110,ACTIVE,TOYOTA,CAMRY,2011,YELLOW,Hybrid,N,CHAUDHRY STARS INC,CHICAGO,IL,110Taxi
Livery,9198,INACTIVE,LINCOLN,TOWN CAR,2005,BLACK,Gasoline,N,CITY DIRECT LIMO INC,CHICAGO,IL,9198Livery
Charter Sightseeing,12699,ACTIVE,FORD,F550,2011,BLACK,Gasoline,N,LIMO CORP OF CHICAGO INC,CHICAGO,IL,12699Charter Sightseeing
Taxi,1742,ACTIVE,FORD,ESCAPE,2010,YELLOW,Hybrid,N,REX 8 INC.,CHICAGO,IL,1742Taxi
Taxi,6801,ACTIVE,FORD,ESCAPE,2011,WHITE,Hybrid,N,ARIES TAXI CAB INC,CHICAGO,IL,6801Taxi
Livery,7380,ACTIVE,LINCOLN,MKT,2014,BLACK,Gasoline,N,BARRY WEITZENFELD LIMOUSINE LLC,CHICAGO,IL,7380Livery
Livery,7077,ACTIVE,LINCOLN,MKS,2013,BLACK,Gasoline,N,CHICAGO DIAMOND LIMOUSINE INC,CHICAGO,IL,7077Livery
Livery,9576,ACTIVE,CADILLAC,DTS,2010,BLACK,Gasoline,N,DISTINCTIVE SERVICES & TRANSPORTATION INC,CHICAGO,IL,9576Livery
Taxi,6648,ACTIVE,TOYOTA,CAMRY,2014,WHITE,Hybrid,N,R & J CAB CO,CHICAGO,IL,6648Taxi
Taxi,3554,ACTIVE,TOYOTA,CAMRY,2011,ORANGE/BLUE,Hybrid,N,SANTORINI FOUR CAB CORP.,CHICAGO,IL,3554Taxi
Taxi,3218,ACTIVE,FORD,CROWN VICTORIA,2010,WHITE/BLUE,Gasoline,N,AMERICA TRANSPORTATION INC,CHICAGO,IL,3218Taxi
Ambulance,5196,RESERVED,FORD,E350,2006,RED/WHITE,Gasoline,N,"SUPERIOR AIR-GROUND AMBULANCE SERVICE, INC.",ELMHURST,IL,5196Ambulance
Livery,8311,ACTIVE,LINCOLN,MKT,2011,BLACK,Gasoline,N,MOVENPICK LIMO SERVICE INC,CHICAGO,IL,8311Livery
Taxi,2180,SURRENDER,TOYOTA,CAMRY,2010,YELLOW,Hybrid,N,OZENA INC,CHICAGO,IL,2180Taxi
Taxi,4736,ACTIVE,TOYOTA,CAMRY,2009,CREAM/GREEN,Hybrid,N,INDUS CAB CO,CHICAGO,IL,4736Taxi
Taxi,6759,ACTIVE,FORD,ESCAPE,2010,WHITE,Hybrid,N,"NICKI & EMMY, INC.",CHICAGO,IL,6759Taxi
Taxi,5853,ACTIVE,TOYOTA,SCION,2013,YELLOW,Gasoline,N,ROMEO SERVICES INC,CHICAGO,IL,5853Taxi
Taxi,5759,REVOKED,CHEVROLET,CAPRICE,1994,WHITE,Gasoline,N,FIRST FEDERAL FINANCIAL SER,MENOMONEE FALLS,WI,5759Taxi
Taxi,4185,ACTIVE,TOYOTA,SCION,2012,GRAY/WHITE,Gasoline,N,LAKE TANA EXPRESS INC.,CHICAGO,IL,4185Taxi
Taxi,3203,ACTIVE,TOYOTA,CAMRY,2012,WHITE/BLUE/STRIPES,Hybrid,N,SEAN CAB CO,CHICAGO,IL,3203Taxi
Taxi,5608,ACTIVE,NISSAN,ALTIMA,2011,WHITE,Hybrid,N,LW CAB CORP,CHICAGO,IL,5608Taxi
Taxi,6702,ACTIVE,TOYOTA,PRIUS,2012,WHITE/BLUE/STRIPES,Hybrid,N,BKS HACKING CHICAGO CORP.,CHICAGO,IL,6702Taxi
Livery,8866,ACTIVE,LINCOLN,MKT,2013,BLACK,Gasoline,N,"DV & G ENTERPRISES, INC.",CHICAGO,IL,8866Livery
Livery,8016,ACTIVE,LINCOLN,MKT,2014,BLACK,Gasoline,N,FATOS BALLIU,CHICAGO,IL,8016Livery
Livery,8271,ACTIVE,CADILLAC,DTS,2011,BLACK,Gasoline,N,BOSTON COACH ILLINOIS CORP,CHICAGO,IL,8271Livery
Taxi,4947,ACTIVE,TOYOTA,PRIUS,2013,WHITE,Hybrid,N,ASPIRE CAB CORP.,CHICAGO,IL,4947Taxi
Ambulance,5507,ACTIVE,MERCEDES,SPRINTER,2013,RED/WHITE,Gasoline,N,"SUPERIOR AIR-GROUND AMBULANCE SERVICE, INC.",ELMHURST,IL,5507Ambulance
Medicar,13218,RESERVED,FORD,E350,2011,SILVER,Gasoline,N,SCR MEDICAL TRANSPORTATION INC,CHICAGO,IL,13218Medicar
Taxi,3752,ACTIVE,FORD,FUSION,2011,CREAM/BLUE,Hybrid,N,N & M EIGHTH AVENUE TRANSPORTATION INC.,CHICAGO,IL,3752Taxi
Livery,7967,ACTIVE,LINCOLN,MKT,2014,BLACK,Gasoline,N,SVETAS FLY INC,CHICAGO,IL,7967Livery
Livery,9774,ACTIVE,CHEVROLET,SUBURBAN,2012,BLACK,Gasoline,N,CLUB CHITOWN LIMOUSINE INC,CHICAGO,IL,9774Livery
Taxi,247,ACTIVE,FORD,ESCAPE,2012,MAROON/GOLD/STRIPES,Hybrid,N,CHICAGO SEVEN INC,CHICAGO,IL,247Taxi
Livery,9019,INACTIVE,LINCOLN,TOWN CAR,2005,DARK GRAY,Gasoline,N,CHICAGO EXPRESS LIMOUSINE INC,CHICAGO,IL,9019Livery
Livery,8290,ACTIVE,CHEVROLET,SUBURBAN,2015,BLACK,Gasoline,N,ELI'S CHAUFFEUR SERVICES INC.,CHICAGO,IL,8290Livery
Livery,8037,ACTIVE,LINCOLN,MKT,2013,BLACK,Gasoline,N,ROXANA E ACIU,CHICAGO,IL,8037Livery
Taxi,5946,ACTIVE,TOYOTA,PRIUS,2014,MAROON/BLUE/STRIPES,Hybrid,N,GALINA CAB CORP,CHICAGO,IL,5946Taxi
Livery,9350,RESERVED,CHEVROLET,SUBURBAN,2015,BLACK,Gasoline,N,OCTAVIAN GOGU,CHICAGO,IL,9350Livery
Taxi,4351,ACTIVE,TOYOTA,CAMRY,2011,WHITE,Hybrid,N,FW CAB CORP,CHICAGO,IL,4351Taxi
Livery,8563,ACTIVE,CHEVROLET,SUBURBAN,2013,BLACK,Gasoline,N,"MY LIMO, INC",CHICAGO,IL,8563Livery
Livery,8636,ACTIVE,FORD,CROWN VICTORIA,2008,BLACK,Gasoline,N,EAGLE LVERY SERVICE  INC,CHICAGO,IL,8636Livery
Taxi,4926,ACTIVE,TOYOTA,PRIUS,2013,YELLOW,Hybrid,N,KAY BRI HACKING CORP.,CHICAGO,IL,4926Taxi
Taxi,4670,ACTIVE,TOYOTA,PRIUS,2014,MAROON/BLUE/STRIPES,Hybrid,N,ARGENTINE OPEN CORP.,CHICAGO,IL,4670Taxi
Livery,8491,ACTIVE,FORD,EXPEDITION,2014,BLACK,Gasoline,N,ROYAL LIVERY INC,CHICAGO,IL,8491Livery
Taxi,5592,ACTIVE,FORD,ESCAPE,2011,YELLOW,Compressed Natural Gas,N,"NATLON HOLDINGS, CORP.",CHICAGO,IL,5592Taxi
Ambulance,797101,RESERVED,FORD,E350,2008,WHITE,Gasoline,N,DALEY'S MEDICAL TRANSPORTATION INC,DOLTON,IL,797101Ambulance
Taxi,181,ACTIVE,TOYOTA,CAMRY,2012,WHITE,Hybrid,N,MAVANI'S CAB CORP.,CHICAGO,IL,181Taxi
Taxi,3681,ACTIVE,NISSAN,ALTIMA,2010,ORANGE/BLUE,Hybrid,N,SANTORINI FIVE CAB CORP.,CHICAGO,IL,3681Taxi
Taxi,4277,ACTIVE,TOYOTA,CAMRY,2012,BLUE/WHITE,Hybrid,N,TEJ CAB CO. INC.,CHICAGO,IL,4277Taxi
Livery,7086,ACTIVE,LINCOLN,MKT,2013,WHITE,Gasoline,N,A-RELIABLE LIMOUSINE SERVICES,CHICAGO,IL,7086Livery
Taxi,5279,ACTIVE,TOYOTA,SCION,2011,YELLOW,Gasoline,N,M & N 5TH AVE. HACKING CORP.,CHICAGO,IL,5279Taxi
Livery,8075,ACTIVE,CHEVROLET,SUBURBAN,2015,BLACK,Gasoline,N,SKYLINE CITY LIVERY INC,CHICAGO,IL,8075Livery
Taxi,5905,ACTIVE,FORD,FUSION,2012,GRAY/WHITE,Hybrid,N,PRAVESH CAB CORP,CHICAGO,IL,5905Taxi
Taxi,3510,ACTIVE,TOYOTA,PRIUS,2013,YELLOW,Hybrid,N,AUSTIN LABEL TRANS CORP,CHICAGO,IL,3510Taxi
Taxi,2998,ACTIVE,FORD,C-MAX,2013,ORANGE/BLUE,Hybrid,N,SCUBA TAXI LLC,CHICAGO,IL,2998Taxi
Charter Sightseeing,14808,ACTIVE,FORD,F550,2013,BLACK,Gasoline,N,M & M LIMOUSINE SERVICE INC,CHICAGO,IL,14808Charter Sightseeing
Ambulance,797109,RESERVED,FORD,E350,2009,WHITE,Gasoline,N,DALEY'S MEDICAL TRANSPORTATION INC,DOLTON,IL,797109Ambulance
Taxi,5072,ACTIVE,TOYOTA,CAMRY,2014,YELLOW,Hybrid,N,A & A TAXI CORP,CHICAGO,IL,5072Taxi
Livery,9216,RESERVED,CHEVROLET,SUBURBAN,2007,BLACK,Gasoline,N,HIGH STANDARDS LIMOUSINE SERVICE INC,CHICAGO,IL,9216Livery
Taxi,4370,ACTIVE,FORD,ESCAPE,2012,WHITE,Gasoline,N,ADEFAMCO CORP.,CHICAGO,IL,4370Taxi
Taxi,1961,ACTIVE,TOYOTA,CAMRY,2012,WHITE,Hybrid,N,SAHEER INC,CHICAGO,IL,1961Taxi
Taxi,4842,ACTIVE,TOYOTA,PRIUS,2011,WHITE/RED/STRIPES,Hybrid,N,INACIO CORP.,CHICAGO,IL,4842Taxi
Taxi,5800,ACTIVE,TOYOTA,PRIUS,2012,GRAY/WHITE,Hybrid,N,SENAI TAXI CORP,CHICAGO,IL,5800Taxi
Taxi,671,ACTIVE,FORD,ESCAPE,2012,MAROON/GOLD/STRIPES,Hybrid,N,"TYLER CRAZY ABOUT CHICAGO, INC.",CHICAGO,IL,671Taxi
Taxi,2917,ACTIVE,TOYOTA,CAMRY,2014,YELLOW,Hybrid,N,DHANOA CORPORATION,CHICAGO,IL,2917Taxi
Ambulance,5512,INACTIVE,FORD,VAN,2001,WHITE/RED,Gasoline,N,CHICAGO AMBULANCE INC,CHICAGO,IL,5512Ambulance
Taxi,4845,ACTIVE,TOYOTA,CAMRY,2014,WHITE,Hybrid,N,CHICAGO RUNNERS INC,CHICAGO,IL,4845Taxi
Taxi,719,ACTIVE,TOYOTA,PRIUS,2012,WHITE,Hybrid,N,MEDALLION FUNDING CHICAGO CORP I,CHICAGO,IL,719Taxi
Taxi,5781,ACTIVE,TOYOTA,CAMRY,2014,WHITE,Hybrid,N,"BOLI TRANS, INC",CHICAGO,IL,5781Taxi
Taxi,5157,ACTIVE,CHRYSLER,GRAND CARAVAN,2014,WHITE,Gasoline,N,PHEBMICHELLES INT CORP.,CHICAGO,IL,5157Taxi
Taxi,1452,ACTIVE,TOYOTA,PRIUS,2013,YELLOW,Hybrid,N,BENTLEY HACKING CORP.,CHICAGO,IL,1452Taxi
Taxi,6227,ACTIVE,TOYOTA,CAMRY,2014,WHITE,Hybrid,N,R & J CAB CO,CHICAGO,IL,6227Taxi
Taxi,5372,ACTIVE,TOYOTA,SCION,2012,YELLOW,Gasoline,N,JAT CAB INC,CHICAGO,IL,5372Taxi
Livery,9022,ACTIVE,LINCOLN,MKS,2014,BLACK,Gasoline,N,EAGLE CHICAGO LIMOUSINE INC,CHICAGO,IL,9022Livery
Charter Sightseeing,9340,RESERVED,FORD,E450,2006,BLACK,Gasoline,N,JKS LIMOUSINES LLC.,CHICAGO,IL,9340Charter Sightseeing
Taxi,5914,ACTIVE,NISSAN,ALTIMA,2011,WHITE,Hybrid,N,MAHAL CAB CO.,CHICAGO,IL,5914Taxi
Livery,9502,ACTIVE,GMC,YUKON,2012,BLACK,Gasoline,N,CHICAGOLAND TRANSPORTATION INC,CHICAGO,IL,9502Livery
Taxi,3020,ACTIVE,FORD,ESCAPE,2013,YELLOW,Gasoline,N,CORNELL INC II,CHICAGO,IL,3020Taxi
Taxi,5862,ACTIVE,TOYOTA,PRIUS,2012,YELLOW,Hybrid,N,LMNM MADISON AVENUE CORP.,CHICAGO,IL,5862Taxi
Medicar,6367,INACTIVE,FORD,E350,2007,BLACK,Gasoline,N,SUPREME MEDICAR INC,CHICAGO,IL,6367Medicar
Taxi,6577,ACTIVE,TOYOTA,PRIUS,2012,YELLOW,Hybrid,N,BEEP BEEP CAB CO,CHICAGO,IL,6577Taxi
