Vehicle_Type,Public Vehicle Number,Status,Vehicle_Make,Vehicle Model,Vehicle Model Year,Vehicle Color,Vehicle Fuel Source,Wheelchair Accessible,Company Name,City,State,Record ID
Livery,8374,ACTIVE,LINCOLN,TOWN CAR,2011,BLACK,Gasoline,N,D T & C GLOBAL MANAGEMENT LLC,CHICAGO,IL,8374Livery
Taxi,2853,ACTIVE,TOYOTA,CAMRY,2014,YELLOW,Hybrid,N,EFFI JOE INC.,CHICAGO,IL,2853Taxi
Taxi,61,ACTIVE,TOYOTA,PRIUS,2013,YELLOW,Hybrid,N,HASRA CORP,CHICAGO,IL,61Taxi
Taxi,5548,ACTIVE,TOYOTA,CAMRY,2012,WHITE,Hybrid,N,SAM & SONS TAXI CORP.,CHICAGO,IL,5548Taxi
Taxi,728,ACTIVE,FORD,FUSION,2011,WHITE,Hybrid,N,DASARI CAB INC.,CHICAGO,IL,728Taxi
Livery,8062,ACTIVE,LINCOLN,MKT,2013,BLACK,Gasoline,N,SAFEWAY OHARE LIMO INC,CHICAGO,IL,8062Livery
Ambulance,5683,INACTIVE,CHEVROLET,G3500,2008,WHITE,Gasoline,N,"PRECISE AMBULANCE SERVICE, LLC.",CHICAGO RIDGE,IL,5683Ambulance
Taxi,1913,ACTIVE,VPG,MV-1,2012,WHITE,Compressed Natural Gas,Y,TERRA TAXI INC.,CHICAGO,IL,1913Taxi
Taxi,1230,ACTIVE,FORD,ESCAPE,2012,MAROON/GOLD/STRIPES,Hybrid,N,RACHEL TAXI INC,CHICAGO,IL,1230Taxi
Livery,8361,ACTIVE,LINCOLN,MKT,2013,BLACK,Gasoline,N,CONTI LIMOUSINE INC,CHICAGO,IL,8361Livery
Taxi,2397,ACTIVE,FORD,C-MAX,2013,ORANGE/BLUE,Hybrid,N,COFFEE TAXI LLC,CHICAGO,IL,2397Taxi
Taxi,4408,ACTIVE,TOYOTA,CAMRY,2014,YELLOW,Hybrid,N,ELSTON ELEVEN LLC,CHICAGO,IL,4408Taxi
Charter Sightseeing,10988,ACTIVE,ALEXANDER,EXPEDITION,2001,RED,Gasoline,N,"TRT TRANSPORTATION, INC.",CHICAGO,IL,10988Charter Sightseeing
Livery,9671,ACTIVE,CHEVROLET,SUBURBAN,2014,BLACK,Gasoline,N,YAHA F ABDELJABER,CHICAGO,IL,9671Livery
Taxi,2539,ACTIVE,TOYOTA,CAMRY,2013,WHITE,Hybrid,N,BOTO INC,CHICAGO,IL,2539Taxi
Taxi,1325,ACTIVE,TOYOTA,PRIUS,2010,YELLOW,Hybrid,N,MAROM CAB CORP.,CHICAGO,IL,1325Taxi
Livery,7774,ACTIVE,CHEVROLET,SUBURBAN,2011,BLACK,Gasoline,N,ROBERT RONCZKOWSKI,CHICAGO,IL,7774Livery
Livery,7855,ACTIVE,LINCOLN,TOWN CAR,2011,BLACK,Gasoline,N,Zoom4zam Inc,CHICAGO,IL,7855Livery
Taxi,4994,ACTIVE,TOYOTA,PRIUS,2013,YELLOW,Hybrid,N,JIM CAB CO,CHICAGO,IL,4994Taxi
Taxi,1720,ACTIVE,TOYOTA,CAMRY,2014,YELLOW,Hybrid,N,KASHIF INC.,CHICAGO,IL,1720Taxi
Taxi,6968,INACTIVE,TOYOTA,CAMRY,2014,BLACK,Gasoline,N,CITY OF CHICAGO BACP,CHICAGO,IL,6968Taxi
Ambulance,5277,INACTIVE,FORD,VAN,1998,BLACK,Gasoline,N,CONSOLIDATED MEDICAL TRANSPORT,CHICAGO,IL,5277Ambulance
Taxi,2222,ACTIVE,TOYOTA,CAMRY,2014,GRAY/WHITE,Hybrid,N,FAEVEN CAB CORP.,CHICAGO,IL,2222Taxi
Taxi,6638,ACTIVE,TOYOTA,CAMRY,2013,WHITE,Hybrid,N,KHAN CAB CO,CHICAGO,IL,6638Taxi
Taxi,986,ACTIVE,NISSAN,ALTIMA,2011,ORANGE/BLUE,Hybrid,N,BETHUNE TAXI LLC,CHICAGO,IL,986Taxi
Livery,9859,ACTIVE,LINCOLN,TOWN CAR,2011,BLACK,Gasoline,N,3A LIMO SERVICE INC,CHICAGO,IL,9859Livery
Livery,7043,ACTIVE,FORD,EXPEDITION,2013,BLACK,Gasoline,N,"ARIA, INC.",CHICAGO,IL,7043Livery
Livery,7326,ACTIVE,LINCOLN,MKT,2012,BLACK,Gasoline,N,IONUT A DUMACHI,CHICAGO,IL,7326Livery
Taxi,6941,ACTIVE,TOYOTA,CAMRY,2010,WHITE,Hybrid,N,S. AND C. TAXI INC.,CHICAGO,IL,6941Taxi
Taxi,5515,ACTIVE,TOYOTA,CAMRY,2011,CREAM/BLUE,Hybrid,N,ABDUL T. YARRO,CHICAGO,IL,5515Taxi
Livery,8806,RESERVED,LINCOLN,TOWN CAR,2011,BLACK,Gasoline,N,GELDEAM-7 INCORPORATED,CHICAGO,IL,8806Livery
Livery,8595,ACTIVE,LINCOLN,MKT,2013,BLACK,Gasoline,N,NICKS LIMO TRANSPORTATION INC,CHICAGO,IL,8595Livery
Livery,7478,ACTIVE,CHEVROLET,SUBURBAN,2013,BLACK,Gasoline,N,LUCKY LIVERY SERVICE INC,CHICAGO,IL,7478Livery
Livery,7340,ACTIVE,LINCOLN,MKT,2012,BLACK,Gasoline,N,RAYMOND N. OKERE,CHICAGO,IL,7340Livery
Taxi,4028,ACTIVE,TOYOTA,CAMRY,2012,YELLOW,Hybrid,N,PONTOS CHICAGO TWO CORP,CHICAGO,IL,4028Taxi
Taxi,4918,ACTIVE,TOYOTA,PRIUS,2011,YELLOW,Hybrid,N,BOULEVARD CORP,CHICAGO,IL,4918Taxi
Charter Sightseeing,7268,INACTIVE,NEOPLAN,EXPEDITION,1984,RED/GREEN,Gasoline,N,"TRT TRANSPORTATION, INC.",CHICAGO,IL,7268Charter Sightseeing
Charter Sightseeing,11560,RESERVED,GMC,F150,2006,BLACK,Gasoline,N,GABRIEL TATARU,CHICAGO,IL,11560Charter Sightseeing
Taxi,4687,ACTIVE,TOYOTA,CAMRY,2013,YELLOW,Hybrid,N,CARAVAN CAB CO,CHICAGO,IL,4687Taxi
Livery,9719,ACTIVE,LINCOLN,TOWN CAR,2008,BLACK,Gasoline,N,CONSTANTIN ILINESCU,CHICAGO,IL,9719Livery
Taxi,3112,ACTIVE,TOYOTA,SCION,2012,RED/CREAM,Gasoline,N,JIFFY CAB CO.,CHICAGO,IL,3112Taxi
Taxi,2770,ACTIVE,TOYOTA,PRIUS,2013,YELLOW,Hybrid,N,"DENNA TRANS, INC.",CHICAGO,IL,2770Taxi
Taxi,5753,ACTIVE,TOYOTA,SCION,2012,WHITE,Gasoline,N,"BOLBLIK, INC.",CHICAGO,IL,5753Taxi
Taxi,513,ACTIVE,TOYOTA,CAMRY,2013,CREAM/GREEN,Hybrid,N,"LULU THREE, INC",CHICAGO,IL,513Taxi
Taxi,5152,ACTIVE,FORD,CROWN VICTORIA,2010,YELLOW,Flex Fuel,N,HEER CAB CORP,CHICAGO,IL,5152Taxi
Taxi,2703,ACTIVE,TOYOTA,PRIUS,2014,WHITE/STARS/STRIPES,Hybrid,N,AUSTIN KS TAXI CORP,CHICAGO,IL,2703Taxi
Livery,7379,ACTIVE,CADILLAC,ESCALADE,2011,BLACK,Gasoline,N,SEVEN STAR LIMO SERVICE INC,CHICAGO,IL,7379Livery
Ambulance,895402,ACTIVE,FORD,E350,2013,WHITE/BLUE,Gasoline,N,AMBULANCE TRANSPORTATION INC,TINLEY PARK,IL,895402Ambulance
Taxi,6729,ACTIVE,TOYOTA,PRIUS,2012,WHITE/STARS/STRIPES,Hybrid,N,B AND K GIRLS HACKING CORP.,CHICAGO,IL,6729Taxi
Taxi,6623,ACTIVE,TOYOTA,CAMRY,2013,WHITE,Hybrid,N,XAVI CAB CORP,CHICAGO,IL,6623Taxi
Taxi,2873,ACTIVE,TOYOTA,SCION,2011,YELLOW,Gasoline,N,KRINA CORPORATION,CHICAGO,IL,2873Taxi
Taxi,6664,ACTIVE,TOYOTA,CAMRY,2014,WHITE,Hybrid,N,CHICAGO MEDALLION ELEVEN L.L.C.,CHICAGO,IL,6664Taxi
Livery,9969,ACTIVE,FORD,EXPEDITION,2012,BLACK,Gasoline,N,CRYSTAL LIMOUSINE GROUP INC,CHICAGO,IL,9969Livery
Livery,7411,ACTIVE,LINCOLN,MKT,2013,BLACK,Gasoline,N,AZM INC,CHICAGO,IL,7411Livery
Taxi,4238,ACTIVE,TOYOTA,CAMRY,2012,WHITE,Hybrid,N,8TH AVENUE TAXI CORP.,CHICAGO,IL,4238Taxi
Livery,7811,ACTIVE,LINCOLN,NAVIGATOR,2014,BLACK,Gasoline,N,NOUR LIMOUSINE SERVICE INC,CHICAGO,IL,7811Livery
Charter Sightseeing,298076,RESERVED,FORD,E350,2008,WHITE,Gasoline,N,ARIES SHUTTLE CHICAGO LLC,CHICAGO,IL,298076Charter Sightseeing
Livery,8011,ACTIVE,LINCOLN,TOWN CAR,2011,BLACK,Gasoline,N,AMAL TRANSPORTATION INC.,CHICAGO,IL,8011Livery
Taxi,4843,ACTIVE,TOYOTA,CAMRY,2014,YELLOW,Hybrid,N,WESTERN CAB CO,CHICAGO,IL,4843Taxi
Taxi,124,ACTIVE,FORD,ESCAPE,2012,MAROON/BLUE/STRIPES,Hybrid,N,"LUCKY IN CHICAGO, INC.",CHICAGO,IL,124Taxi
Livery,8970,RESERVED,LINCOLN,TOWN CAR,2007,BLACK,Gasoline,N,"TOWN & COUNTRY SERVICE, CORP",CHICAGO,IL,8970Livery
Taxi,4720,ACTIVE,FORD,ESCAPE,2012,MAROON/GOLD/STRIPES,Hybrid,N,FORECAST II HACKING CORP.,CHICAGO,IL,4720Taxi
Livery,9733,ACTIVE,CHRYSLER,300SER,2013,BLACK,Gasoline,N,BIG DOG LIMOUSINE SERVICES INC.,SCHILLER PARK,IL,9733Livery
Livery,8328,VIOLATION,CHRYSLER,300SER,2013,BLACK,Gasoline,N,P.M.O. LIMO CORP,CHICAGO,IL,8328Livery
Livery,9867,ACTIVE,LINCOLN,NAVIGATOR,2012,BLACK,Gasoline,N,DINO'S LIMOUSINE SERVICE INC.,CHICAGO,IL,9867Livery
Ambulance,5430,INACTIVE,FORD,E350,2007,WHITE/BLUE LETTERS,Gasoline,N,AMBULANCE TRANSPORTATION INC,TINLEY PARK,IL,5430Ambulance
Taxi,2213,ACTIVE,TOYOTA,CAMRY,2014,BLUE/WHITE,Hybrid,N,HAN'S CAB CO.,CHICAGO,IL,2213Taxi
Taxi,1556,ACTIVE,FORD,ESCAPE,2011,WHITE/STARS/STRIPES,Hybrid,N,ROCKY MOUNTAIN CAB CO,CHICAGO,IL,1556Taxi
Taxi,2324,ACTIVE,TOYOTA,CAMRY,2013,WHITE,Hybrid,N,SODHI CAB INC,CHICAGO,IL,2324Taxi
Livery,8840,ACTIVE,FORD,EXPEDITION,2014,BLACK,Gasoline,N,METROPOLITAN LIMOUSINE INC.,CHICAGO,IL,8840Livery
Taxi,4261,ACTIVE,TOYOTA,PRIUS,2012,WHITE,Hybrid,N,KAPTAN TRANSIT CORP.,CHICAGO,IL,4261Taxi
Taxi,2592,ACTIVE,FORD,CROWN VICTORIA,2010,WHITE/STARS/STRIPES,Flex Fuel,N,WIL-MAR CAB CO,CHICAGO,IL,2592Taxi
Taxi,794,ACTIVE,NISSAN,ALTIMA,2011,ORANGE/BLUE,Hybrid,N,SPRUCE TAXI LLC,CHICAGO,IL,794Taxi
Livery,8174,ACTIVE,LINCOLN,MKT,2013,BLACK,Gasoline,N,"ILLINOIS LIMOUSINE SERVICE, INC.",CHICAGO,IL,8174Livery
Taxi,2318,ACTIVE,TOYOTA,CAMRY,2012,BLUE/WHITE,Hybrid,N,J J CHICAGO INC,CHICAGO,IL,2318Taxi
Taxi,4419,ACTIVE,FORD,FUSION,2014,WHITE,Hybrid,N,EMMY INC.,CHICAGO,IL,4419Taxi
Livery,8706,ACTIVE,LINCOLN,TOWN CAR,2011,BLACK,Gasoline,N,GALAXY LIMOUSINE SERVICE,CHICAGO,IL,8706Livery
Ambulance,5355,ACTIVE,FORD,E350,2010,WHITE,Gasoline,N,"BLACKHAWK MEDICAL TRANSPORTATION, INC",TINLEY PARK,IL,5355Ambulance
Taxi,1566,ACTIVE,TOYOTA,PRIUS,2014,MAROON/GOLD/STRIPES,Hybrid,N,RAINSTORM II HACKING CORP.,CHICAGO,IL,1566Taxi
Taxi,746,SURRENDER,TOYOTA,CAMRY,2010,YELLOW,Hybrid,N,TAZA HACKING CORP,CHICAGO,IL,746Taxi
Taxi,3191,ACTIVE,TOYOTA,SCION,2012,YELLOW,Gasoline,N,UZAIR & TALAH INC,CHICAGO,IL,3191Taxi
Medicar,7018,INACTIVE,FORD,E150,2009,WHITE,Gasoline,N,"SPECIALTY NEEDS TRANSPORTATION, INC.",TINLEY PARK,IL,7018Medicar
Taxi,1854,ACTIVE,VPG,MV-1,2012,WHITE/STARS/STRIPES,Compressed Natural Gas,Y,MANHATTAN HACKING CORP.,CHICAGO,IL,1854Taxi
Livery,8208,ACTIVE,CHEVROLET,SUBURBAN,2012,BLACK,Gasoline,N,CHASE LIMOUSINE LLC,CHICAGO,IL,8208Livery
Taxi,6699,ACTIVE,TOYOTA,CAMRY,2012,WHITE/BLUE/STRIPES,Hybrid,N,BKS HACKING CHICAGO CORP.,CHICAGO,IL,6699Taxi
Livery,8560,ACTIVE,LINCOLN,TOWN CAR,2011,BLACK,Gasoline,N,SOLARFALL INC,CHICAGO,IL,8560Livery
Taxi,6449,ACTIVE,TOYOTA,CAMRY,2013,WHITE/BLUE/STRIPES,Hybrid,N,SADIA & NADIA CORPORATION,CHICAGO,IL,6449Taxi
Livery,8857,ACTIVE,LINCOLN,MKT,2012,BLACK,Gasoline,N,HASSAN M. ROBLE,CHICAGO,IL,8857Livery
Ambulance,5569,INACTIVE,FORD,E350,2009,WHITE,Gasoline,N,"BLACKHAWK MEDICAL TRANSPORTATION, INC",TINLEY PARK,IL,5569Ambulance
Medicar,6590,ACTIVE,FORD,E150,2008,WHITE,Gasoline,N,MEDICAL EXPRESS AMBULANCE SERV,SKOKIE,IL,6590Medicar
Livery,8894,ACTIVE,LINCOLN,MKT,2013,BLACK,Gasoline,N,NORTHBROOK LIMOUSINE INC,CHICAGO,IL,8894Livery
Ambulance,5622,ACTIVE,FREIGHTLINER,SPRINTER,2011,WHITE,Gasoline,N,"SUPERIOR AIR-GROUND AMBULANCE SERVICE, INC.",ELMHURST,IL,5622Ambulance
Ambulance,5590,RESERVED,FORD,E350,2005,WHITE/RED,Gasoline,N,MEDICAL EXPRESS AMBULANCE SERV,SKOKIE,IL,5590Ambulance
Taxi,2202,ACTIVE,NISSAN,ALTIMA,2011,BLUE/WHITE,Hybrid,N,STANDARD TAXI CORP. #III,CHICAGO,IL,2202Taxi
Taxi,4312,ACTIVE,FORD,ESCAPE,2010,CREAM/GREEN,Hybrid,N,IAMA CORP,CHICAGO,IL,4312Taxi
Taxi,1658,ACTIVE,FORD,ESCAPE,2012,MAROON/GOLD/STRIPES,Hybrid,N,SNOWFALL II HACKING CORP,CHICAGO,IL,1658Taxi
Taxi,996,ACTIVE,TOYOTA,CAMRY,2010,WHITE,Hybrid,N,7TH AVENUE TAXI CORP.,CHICAGO,IL,996Taxi
Taxi,689,ACTIVE,FORD,FUSION,2014,YELLOW,Hybrid,N,NECT 32 LLC,CHICAGO,IL,689Taxi
Livery,9051,ACTIVE,CHRYSLER,300SER,2013,BLACK,Gasoline,N,"CHICAGO CHAUFFEURS LIMOUSINE, INC.",CHICAGO,IL,9051Livery
Livery,9578,INACTIVE,CADILLAC,DTS,2006,BLACK,Gasoline,N,U.S. COACH INC,CHICAGO,IL,9578Livery
Taxi,2391,ACTIVE,TOYOTA,SCION,2012,WHITE,Gasoline,N,"IRPU, INC.",CHICAGO,IL,2391Taxi
Taxi,4810,ACTIVE,TOYOTA,PRIUS,2013,WHITE/BLUE,Hybrid,N,"COKAB, INC.",CHICAGO,IL,4810Taxi
Taxi,6855,INACTIVE,TOYOTA,PRIUS,2013,BLACK,Gasoline,N,CITY OF CHICAGO BACP,CHICAGO,IL,6855Taxi
Ambulance,5552,ACTIVE,FORD,E350,2009,WHITE/BLUE,Gasoline,N,AMBULANCE TRANSPORTATION INC,TINLEY PARK,IL,5552Ambulance
Taxi,4800,ACTIVE,TOYOTA,CAMRY,2013,WHITE/BLUE/STRIPES,Hybrid,N,SAMINA EXPRESS INC.,CHICAGO,IL,4800Taxi
Taxi,6834,INACTIVE,FORD,CROWN VICTORIA,2004,CREAM/GREEN,Gasoline,N,CITY OF CHICAGO BACP,CHICAGO,IL,6834Taxi
Taxi,4000,ACTIVE,TOYOTA,CAMRY,2012,WHITE/BLACK,Hybrid,N,SHAWN CAB CO,CHICAGO,IL,4000Taxi
Livery,8644,ACTIVE,LINCOLN,MKT,2013,BLACK,Gasoline,N,H. SALIU INC.,CHICAGO,IL,8644Livery
Taxi,4838,ACTIVE,FORD,ESCAPE,2011,WHITE,Hybrid,N,"FAISALABAD TRANS, INC.",CHICAGO,IL,4838Taxi
Taxi,4960,ACTIVE,TOYOTA,PRIUS,2013,BLUE/WHITE,Gasoline,N,WEDEB CAB CO.,CHICAGO,IL,4960Taxi
Livery,7264,ACTIVE,LINCOLN,MKT,2014,BLACK,Gasoline,N,LIMO CORP OF CHICAGO INC,CHICAGO,IL,7264Livery
Livery,8997,ACTIVE,LINCOLN,MKT,2013,BLACK,Gasoline,N,CARLOS A  ROSERO,CHICAGO,IL,8997Livery
Livery,8789,ACTIVE,LINCOLN,MKS,2013,BLACK,Gasoline,N,KURT PATRICK GARZA,CHICAGO,IL,8789Livery
Livery,7703,ACTIVE,MERCEDES,S550,2014,BLACK,Gasoline,N,STEFAN D NICOLAE,CHICAGO,IL,7703Livery
Taxi,142,ACTIVE,FORD,ESCAPE,2013,WHITE,Gasoline,N,MCCAB XVIII CORP.,CHICAGO,IL,142Taxi
Taxi,4989,ACTIVE,DODGE,GRAND CARAVAN,2014,WHITE,Gasoline,N,3 ANGELS CAB CORP.,CHICAGO,IL,4989Taxi
Livery,9606,ACTIVE,FORD,EXPEDITION,2010,BLACK,Gasoline,N,GTI TRANSPORTATION INC.,CHICAGO,IL,9606Livery
Livery,8424,ACTIVE,LINCOLN,TOWN CAR,2011,BLACK,Gasoline,N,ALL AMERICAN LIMOUSINE INC,CHICAGO,IL,8424Livery
Taxi,3939,ACTIVE,TOYOTA,CAMRY,2011,YELLOW,Hybrid,N,JEFFASON INC,CHICAGO,IL,3939Taxi
Livery,9362,ACTIVE,CHRYSLER,300SER,2013,BLACK,Gasoline,N,SOPHIE LIMOUSINE INC,CHICAGO,IL,9362Livery
Livery,8515,ACTIVE,LINCOLN,MKS,2014,BLACK,Gasoline,N,"V & G LIMOUSINE SERVICE, INC.",CHICAGO,IL,8515Livery
Taxi,1030,ACTIVE,FORD,ESCAPE,2013,WHITE,Gasoline,N,SCORPIO INC.,CHICAGO,IL,1030Taxi
Livery,9489,ACTIVE,CHEVROLET,SUBURBAN,2013,BLACK,Gasoline,N,DANAYAL LIMOUSINE INC.,CHICAGO,IL,9489Livery
Taxi,2515,ACTIVE,TOYOTA,CAMRY,2013,YELLOW,Hybrid,N,LMBK HOLDING CORP.,CHICAGO,IL,2515Taxi
Taxi,2406,ACTIVE,TOYOTA,PRIUS,2012,WHITE,Hybrid,N,HASINA CORP,CHICAGO,IL,2406Taxi
Taxi,1261,ACTIVE,TOYOTA,PRIUS,2013,WHITE,Hybrid,N,"FREE BEE, INC.",CHICAGO,IL,1261Taxi
Charter Sightseeing,10944,ACTIVE,LINCOLN,TOWN CAR,2007,BLACK,Gasoline,N,"WWA LIMO, INC.",CHICAGO,IL,10944Charter Sightseeing
Livery,7601,RESERVED,CADILLAC,DTS,2011,BLACK,Gasoline,N,BOSTON COACH ILLINOIS CORP,CHICAGO,IL,7601Livery
Livery,7850,ACTIVE,CADILLAC,XTS,2013,BLACK,Gasoline,N,LIMOZONE INC.,CHICAGO,IL,7850Livery
Taxi,4998,ACTIVE,TOYOTA,SCION,2012,WHITE,Gasoline,N,LEONARD NO. 2 CAB CO,CHICAGO,IL,4998Taxi
Taxi,330,ACTIVE,TOYOTA,PRIUS,2014,ORANGE/BLUE,Hybrid,N,PERRY TAXI LLC,CHICAGO,IL,330Taxi
Charter Sightseeing,13151,INACTIVE,FORD,E350,2008,WHITE,Gasoline,N,ARIES SHUTTLE CHICAGO LLC,CHICAGO,IL,13151Charter Sightseeing
Taxi,5554,ACTIVE,FORD,ESCAPE,2010,BLUE/WHITE,Hybrid,N,MOHAMMAD NAVIWALA,CHICAGO,IL,5554Taxi
Taxi,3450,ACTIVE,MAZDA,CX5,2014,WHITE,Gasoline,N,"OJ 138, CORP.",CHICAGO,IL,3450Taxi
Taxi,817,ACTIVE,TOYOTA,PRIUS,2012,WHITE,Hybrid,N,RED CARDINAL CORP.,CHICAGO,IL,817Taxi
Taxi,4662,ACTIVE,FORD,ESCAPE,2010,CREAM/GREEN,Hybrid,N,"VASKEN CAB, INC. IV",CHICAGO,IL,4662Taxi
Livery,9689,VIOLATION,LINCOLN,TOWN CAR,2011,BLACK,Gasoline,N,MCNAIR THOMAS AND TUCKER ETERPRISES LLC,CHICAGO,IL,9689Livery
Taxi,6847,INACTIVE,FORD,IMPALA,2010,BLACK,Gasoline,N,CITY OF CHICAGO BACP,CHICAGO,IL,6847Taxi
Taxi,4950,ACTIVE,CHEVROLET,IMPALA,2010,WHITE/BLUE,Compressed Natural Gas,N,BASUKA INC,CHICAGO,IL,4950Taxi
Livery,7622,ACTIVE,LINCOLN,MKT,2014,WHITE,Gasoline,N,O'HARE-MIDWAY LIMOUSINE SRV #2,CHICAGO,IL,7622Livery
Livery,7558,ACTIVE,CHEVROLET,SUBURBAN,2013,BLACK,Gasoline,N,RM LIMOUSINE INC,CHICAGO,IL,7558Livery
Taxi,3915,ACTIVE,NISSAN,ALTIMA,2011,ORANGE/BLUE,Hybrid,N,JJ TRANSIT LLC,CHICAGO,IL,3915Taxi
Taxi,6843,INACTIVE,FORD,CROWN VICTORIA,2006,CREAM/GREEN,Gasoline,N,CITY OF CHICAGO BACP,CHICAGO,IL,6843Taxi
Taxi,2284,ACTIVE,TOYOTA,PRIUS,2011,WHITE,Hybrid,N,AZEEM INC.,CHICAGO,IL,2284Taxi
Livery,9907,ACTIVE,TOYOTA,AVALON,2014,BLACK,Gasoline,N,KRYSTAL TRANSPORT INC,CHICAGO,IL,9907Livery
Taxi,1592,ACTIVE,TOYOTA,PRIUS,2011,BLUE/WHITE,Hybrid,N,YOUEL CAB CO,CHICAGO,IL,1592Taxi
Taxi,4403,SURRENDER,TOYOTA,CAMRY,2014,WHITE,Hybrid,N,CHICAGO MEDALLION THREE LLC.,CHICAGO,IL,4403Taxi
Taxi,831,ACTIVE,FORD,CROWN VICTORIA,2010,YELLOW,Gasoline,N,ONAAB INC,CHICAGO,IL,831Taxi
Taxi,1692,ACTIVE,TOYOTA,PRIUS,2012,YELLOW,Hybrid,N,STANLEY CAB CO,CHICAGO,IL,1692Taxi
Taxi,2166,ACTIVE,FORD,CROWN VICTORIA,2010,CREAM/BLUE,Gasoline,N,MR RICHARD CAB CO,CHICAGO,IL,2166Taxi
Taxi,2536,ACTIVE,TOYOTA,CAMRY,2014,WHITE,Hybrid,N,MYSTIC TAXI CORP.,CHICAGO,IL,2536Taxi
Charter Sightseeing,13666,ACTIVE,MERCEDES,SPRINTER,2012,BLACK,Gasoline,N,ALLIANCE  LIMO INC.,CHICAGO,IL,13666Charter Sightseeing
Taxi,3286,ACTIVE,TOYOTA,CAMRY,2013,CREAM/GREEN,Hybrid,N,ZANTE CAB CO INC,CHICAGO,IL,3286Taxi
Taxi,4868,ACTIVE,TOYOTA,PRIUS,2012,MAROON/GOLD/STRIPES,Hybrid,N,BELLA & IZA INC,CHICAGO,IL,4868Taxi
Taxi,5399,ACTIVE,TOYOTA,PRIUS,2012,BLUE,Hybrid,N,MIDWEST RIDE INC,CHICAGO,IL,5399Taxi
Livery,8672,ACTIVE,LINCOLN,NAVIGATOR,2013,BLACK,Gasoline,N,OMCKA LIVERY LLC,CHICAGO,IL,8672Livery
Taxi,4470,ACTIVE,FORD,ESCAPE,2012,MAROON/GOLD/STRIPES,Hybrid,N,APRIL CAB CORP.,CHICAGO,IL,4470Taxi
Livery,8408,ACTIVE,CHEVROLET,SUBURBAN,2013,BLACK,Gasoline,N,LIMO CORP OF CHICAGO INC,CHICAGO,IL,8408Livery
Taxi,2666,ACTIVE,FORD,FUSION,2014,YELLOW,Hybrid,N,SUN DOWN BOWL TAXI LLC,CHICAGO,IL,2666Taxi
Taxi,2178,ACTIVE,TOYOTA,CAMRY,2012,YELLOW,Hybrid,N,NAUREEN ASLAM,CHICAGO,IL,2178Taxi
Taxi,5819,ACTIVE,TOYOTA,PRIUS,2009,WHITE,Hybrid,N,PRESTIGE TAXI CORP,CHICAGO,IL,5819Taxi
Livery,7636,ACTIVE,CHEVROLET,SUBURBAN,2014,BLACK,Gasoline,N,CHICAGO TRAVELLERS LIMOUSINE INC,CHICAGO,IL,7636Livery
Livery,7633,ACTIVE,GMC,YUKON,2011,BLACK,Gasoline,N,SANG SOO CHON,CHICAGO,IL,7633Livery
Taxi,677,ACTIVE,FORD,C-MAX,2013,ORANGE/BLUE,Hybrid,N,SANTORINI CAB CORP.,CHICAGO,IL,677Taxi
Taxi,4927,ACTIVE,FORD,ESCAPE,2012,MAROON/GOLD/STRIPES,Hybrid,N,SLSJETS V CAB CORP.,CHICAGO,IL,4927Taxi
Taxi,2856,ACTIVE,TOYOTA,CAMRY,2011,BLUE/WHITE,Hybrid,N,1 SUPER STAR CAB CO,CHICAGO,IL,2856Taxi
Livery,7159,ACTIVE,CHEVROLET,SUBURBAN,2014,BLACK,Gasoline,N,"BAKHABAR AMERICA, INC.",CHICAGO,IL,7159Livery
Taxi,4553,ACTIVE,TOYOTA,PRIUS,2012,BLUE,Hybrid,N,AAA EXPRESS TRANS CO.,CHICAGO,IL,4553Taxi
Taxi,2548,ACTIVE,TOYOTA,CAMRY,2010,WHITE,Hybrid,N,ARIEL TAXI CORP,CHICAGO,IL,2548Taxi
Taxi,5960,ACTIVE,TOYOTA,CAMRY,2013,WHITE/BLUE/STRIPES,Hybrid,N,NBA TAXI INC II,CHICAGO,IL,5960Taxi
Taxi,6647,ACTIVE,FORD,ESCAPE,2011,WHITE,Hybrid,N,R & J CAB CO,CHICAGO,IL,6647Taxi
Taxi,4005,ACTIVE,FORD,FUSION,2013,WHITE,Hybrid,N,REX 9 INC.,CHICAGO,IL,4005Taxi
Taxi,5148,ACTIVE,TOYOTA,CAMRY,2012,WHITE,Hybrid,N,RIVERSIDE TAXI CORP,CHICAGO,IL,5148Taxi
Taxi,2566,ACTIVE,TOYOTA,CAMRY,2014,WHITE/BLUE/STRIPES,Hybrid,N,"JASHAN, INC",CHICAGO,IL,2566Taxi
Medicar,6666,INACTIVE,FORD,E350,2008,BLACK,Gasoline,N,PROGRESSIVE II INC.,CHICAGO,IL,6666Medicar
Taxi,748,ACTIVE,VPG,MV-1,2012,YELLOW,Compressed Natural Gas,Y,NECT 33 LLC,CHICAGO,IL,748Taxi
Taxi,3111,ACTIVE,TOYOTA,CAMRY,2011,RED/CREAM,Hybrid,N,JIFFY CAB CO.,CHICAGO,IL,3111Taxi
Livery,9822,ACTIVE,LINCOLN,TOWN CAR,2011,BLACK,Gasoline,N,ECHO LIMOUSINE INC,CHICAGO,IL,9822Livery
Charter Sightseeing,191620,ACTIVE,MCI,D4505,2006,BLACK/RED/WHITE/BLUE,Gasoline,N,CHICAGO SIGHTSEEING CO,CHICAGO,IL,191620Charter Sightseeing
